cache_rate,draft_len,samples,rounds,drafted_tokens,prefix_accepted_tokens,position_matched_tokens,prefix_acceptance_rate,position_match_rate,full_round_acceptance_rate,avg_prefix_accepted_per_round,generated_tokens,draft_cache_hit_rate,target_cache_hit_rate,expert_hard_match_rate,expert_soft_match_rate,elapsed_sec
0.5,1,1,2,2,2,2,1.0,1.0,1.0,1.0,2,0.5859375,0.9713541666666666,0.125,0.5416666666666666,12.267435312271118
0.5,2,1,1,2,2,2,1.0,1.0,1.0,2.0,2,0.58203125,0.97265625,0.125,0.53125,10.21160101890564
