method,cache_rate,draft_len,samples,generated_tokens,prefix_acceptance_rate,position_match_rate,full_round_acceptance_rate,avg_prefix_accepted_per_round,cache_hit_rate,draft_cache_hit_rate,target_cache_hit_rate,expert_hard_match_rate,expert_soft_match_rate,elapsed_sec,draft_pos_1_prefix_acceptance_rate,draft_pos_2_prefix_acceptance_rate,draft_pos_3_prefix_acceptance_rate,draft_pos_4_prefix_acceptance_rate,draft_pos_5_prefix_acceptance_rate,draft_pos_6_prefix_acceptance_rate,draft_pos_7_prefix_acceptance_rate,draft_pos_8_prefix_acceptance_rate,draft_pos_9_prefix_acceptance_rate,draft_pos_10_prefix_acceptance_rate
Cache-Prior,0.25,10,50,5000,0.7981469225678358,0.9549966909331569,0.717948717948718,7.730769230769231,0.9460613487204942,,,,20696.644658088684,0.9278846153846154,0.8856682769726248,0.8381877022653722,0.813614262560778,0.7957166392092258,0.7737104825291181,0.7558528428093646,0.7453625632377741,0.7286689419795221,0.7012089810017271
Cache-Prior,0.5,10,50,5000,0.8702385190459239,0.9725881096475614,0.8076256499133448,8.473136915077989,0.9719094873620505,,,,16321.378492593765,0.9584055459272097,0.9373913043478261,0.9146341463414634,0.8875219683655536,0.8670212765957447,0.8467023172905526,0.8324324324324325,0.8300180831826401,0.82,0.7981481481481482
Cache-Prior,0.75,10,50,5000,0.8928052325581395,0.9818313953488372,0.8483245149911817,8.666666666666666,0.9856434903403585,,,,15956.548266410828,0.9647266313932981,0.9448398576512456,0.9162210338680927,0.9035714285714286,0.8882882882882883,0.8745454545454545,0.8678899082568807,0.8605947955390335,0.8560747663551402,0.8436911487758946
Cache-Prior,1.0,10,50,5000,0.9441798437797676,0.9902838635930653,0.9176029962546817,9.280898876404494,1.0,,,,15430.198291778564,0.9756554307116105,0.9699248120300752,0.9624060150375939,0.9491525423728814,0.9467680608365019,0.9388145315487572,0.9330783938814532,0.9289827255278311,0.9206963249516441,0.9137254901960784
MoE-SpeQ-INT4,0.25,10,50,5000,0.8408226754234359,0.967507777393709,0.7738693467336684,8.149078726968174,,0.730811261378039,0.7828032283385182,0.13547427699043668,0.5131639589814495,17581.761007785797,0.9564489112227805,0.9226890756302522,0.8821548821548821,0.8510998307952623,0.8236301369863014,0.8203799654576857,0.8035087719298246,0.7929203539823009,0.7799642218246869,0.7608695652173914
MoE-SpeQ-INT4,0.5,10,50,5000,0.8408226754234359,0.967507777393709,0.7738693467336684,8.149078726968174,,0.9162350393190459,0.9915465851480585,0.13547427699043668,0.5131639589814495,17535.20952773094,0.9564489112227805,0.9226890756302522,0.8821548821548821,0.8510998307952623,0.8236301369863014,0.8203799654576857,0.8035087719298246,0.7929203539823009,0.7799642218246869,0.7608695652173914
MoE-SpeQ-INT4,0.75,10,50,5000,0.8408226754234359,0.967507777393709,0.7738693467336684,8.149078726968174,,0.9671724673061413,0.9966374474305796,0.13547427699043668,0.5131639589814495,17566.782188653946,0.9564489112227805,0.9226890756302522,0.8821548821548821,0.8510998307952623,0.8236301369863014,0.8203799654576857,0.8035087719298246,0.7929203539823009,0.7799642218246869,0.7608695652173914
MoE-SpeQ-INT4,1.0,10,50,5000,0.8408226754234359,0.967507777393709,0.7738693467336684,8.149078726968174,,1.0,1.0,0.13547427699043668,0.5131639589814495,17537.736997127533,0.9564489112227805,0.9226890756302522,0.8821548821548821,0.8510998307952623,0.8236301369863014,0.8203799654576857,0.8035087719298246,0.7929203539823009,0.7799642218246869,0.7608695652173914
